id,name,composite_score,cycle_xirr,cycle_alpha,cycle_ret,worst_bear_xirr,chop_xirr,bull_ret,avg_ret,cycle_pf,cycle_pr,cycle_dd,cycle_wr,entry_mode,max_slots,pyramid_mode,sl_profile,exit_mode,defense_mode
SW_005083,SW_005083: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,36.78,26.16,32.72,26.16,-24.93,81.03,50.37,2.96,1.19,0.43,26.64,76.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_005084,SW_005084: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | TIME_D,87.32,76.72,83.28,76.72,14.5,188.91,30.08,-0.4,1.81,0.53,17.38,76.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_005085,SW_005085: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | COMPRE,26.58,23.61,30.17,23.61,-32.0,69.39,30.14,-0.8,1.16,0.47,27.98,72.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_005086,SW_005086: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,23.1,49.52,56.09,49.52,-37.23,22.94,35.67,-1.35,1.47,0.49,20.14,75.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,RAW_EXECUTION
SW_005087,SW_005087: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,20.91,22.5,29.06,22.5,-30.46,39.93,35.67,-0.94,1.15,0.48,26.17,72.8,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_005088,SW_005088: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,21.97,23.54,30.11,23.54,-29.09,41.67,35.72,-0.89,1.15,0.48,25.94,72.8,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_005089,SW_005089: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,69.68,77.54,84.1,77.54,-35.61,178.75,32.67,-3.05,1.8,0.64,21.83,74.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_005090,SW_005090: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,24.1,30.54,37.1,30.54,-30.23,43.34,32.68,-3.45,1.22,0.55,21.84,70.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_005091,SW_005091: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,93.87,88.46,95.02,88.46,-38.65,235.77,64.36,4.66,2.02,0.51,19.07,79.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,RAW_EXECUTION
SW_005092,SW_005092: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,30.17,22.48,29.05,22.48,-30.71,50.69,64.36,5.11,1.17,0.5,26.15,71.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_005093,SW_005093: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,31.18,23.37,29.93,23.37,-29.32,52.42,64.43,5.14,1.17,0.5,26.1,71.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_005094,SW_005094: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,89.22,80.55,87.11,80.55,-36.65,240.13,40.7,0.82,1.96,0.6,18.51,77.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_005095,SW_005095: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,27.23,24.51,31.07,24.51,-29.94,54.05,40.78,0.39,1.16,0.64,24.77,65.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_005096,SW_005096: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | RAW_EX,90.39,78.6,85.17,78.6,-37.53,247.98,48.51,5.21,1.84,0.57,22.96,75.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_005097,SW_005097: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,28.79,26.82,33.38,26.82,-29.96,50.83,48.51,5.81,1.22,0.52,25.1,71.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_005098,SW_005098: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,29.89,27.85,34.41,27.85,-28.56,52.88,48.52,5.87,1.22,0.52,25.05,71.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005099,SW_005099: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | TIME_D,101.54,87.6,94.17,87.6,-35.62,267.25,54.54,1.44,2.05,0.66,17.8,75.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_005100,SW_005100: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | COMPRE,32.92,31.7,38.26,31.7,-29.06,54.29,54.55,1.0,1.25,0.62,21.4,67.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_005101,SW_005101: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | RAW_EX,53.51,50.99,57.55,50.99,-46.74,106.48,77.84,30.85,1.46,0.59,19.6,72.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,RAW_EXECUTION
SW_005102,SW_005102: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,57.42,53.78,60.35,53.78,-25.28,85.2,77.84,30.64,1.61,0.51,13.15,75.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_005103,SW_005103: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,58.91,55.08,61.64,55.08,-23.76,88.3,77.88,30.89,1.61,0.51,13.01,75.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_005104,SW_005104: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | TIME_D,71.73,73.62,80.18,73.62,14.5,107.76,38.46,34.29,1.73,0.68,17.06,73.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_005105,SW_005105: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | COMPRE,48.4,49.16,55.73,49.16,-24.63,89.06,38.46,29.39,1.53,0.57,18.09,73.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_005106,SW_005106: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | RAW_EX,90.11,89.08,95.64,89.08,-37.32,246.28,29.22,3.25,2.05,0.51,19.15,77.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,RAW_EXECUTION
SW_005107,SW_005107: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,27.6,24.42,30.99,24.42,-29.59,64.17,29.22,3.74,1.17,0.55,24.39,69.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_005108,SW_005108: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,28.72,25.42,31.98,25.42,-28.35,66.22,29.28,3.96,1.17,0.55,24.15,69.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005109,SW_005109: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | TIME_D,95.86,85.78,92.34,85.78,-36.5,259.51,35.37,-1.78,2.13,0.64,16.59,76.8,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_005110,SW_005110: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | COMPRE,32.5,34.54,41.1,34.54,-29.74,66.2,35.36,-2.13,1.27,0.56,18.26,71.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_005111,SW_005111: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | RAW_EX,100.89,82.29,88.85,82.29,-33.39,290.34,40.54,2.63,1.89,0.57,25.63,76.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_005112,SW_005112: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,34.72,30.06,36.62,30.06,-25.37,73.78,40.54,2.8,1.24,0.54,25.47,70.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_005113,SW_005113: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,35.9,31.07,37.64,31.07,-23.87,76.05,40.55,2.85,1.24,0.54,25.45,70.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_005114,SW_005114: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | TIME_D,120.7,103.12,109.68,103.12,-29.39,320.07,50.94,0.01,2.29,0.68,17.21,75.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_005115,SW_005115: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | COMPRE,42.23,39.79,46.35,39.79,-23.06,78.09,50.98,-0.12,1.33,0.63,19.79,67.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_005116,SW_005116: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | RAW_EX,120.1,95.98,102.55,95.98,-34.7,338.03,59.62,2.56,2.02,0.61,24.04,76.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,RAW_EXECUTION
SW_005117,SW_005117: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,40.77,37.82,44.38,37.82,-26.27,74.27,59.62,2.65,1.35,0.56,25.33,71.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_005118,SW_005118: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,41.94,39.02,45.59,39.02,-24.83,76.45,59.63,2.68,1.35,0.56,25.29,71.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_005119,SW_005119: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | TIME_D,139.67,116.85,123.42,116.85,-29.83,366.67,69.36,0.67,2.43,0.73,17.26,75.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_005120,SW_005120: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | COMPRE,47.91,47.67,54.23,47.67,-24.24,77.34,69.37,0.15,1.43,0.68,19.37,67.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_005121,SW_005121: MULTI_LO | 3Sl | NONE | CHANDE | SCALPER_ | RAW_EX,44.16,46.98,53.55,46.98,-45.49,112.75,32.73,25.63,1.36,0.62,21.11,69.2,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SCALPER_TIGHT,RAW_EXECUTION
SW_005122,SW_005122: MULTI_LO | 3Sl | NONE | CHANDE | SCALPER_ | REGIME,29.94,32.09,38.65,32.09,-28.65,50.03,32.73,25.24,1.23,0.6,20.68,66.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_50
SW_005123,SW_005123: MULTI_LO | 3Sl | NONE | CHANDE | SCALPER_ | REGIME,31.41,33.47,40.04,33.47,-27.15,53.07,32.79,25.3,1.23,0.6,20.53,66.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_005124,SW_005124: MULTI_LO | 3Sl | NONE | CHANDE | SCALPER_ | TIME_D,49.58,59.1,65.67,59.1,-40.88,112.75,43.84,3.35,1.48,0.65,16.76,69.2,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_005125,SW_005125: MULTI_LO | 3Sl | NONE | CHANDE | SCALPER_ | COMPRE,36.85,34.9,41.47,34.9,-13.42,53.07,43.91,3.05,1.24,0.64,16.5,65.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_005126,SW_005126: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | RAW_EX,45.37,47.2,53.76,47.2,-29.77,85.79,51.84,29.09,1.35,0.69,27.19,67.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_STANDARD,RAW_EXECUTION
SW_005127,SW_005127: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | REGIME,25.17,18.15,24.72,18.15,-21.23,22.37,51.84,28.53,1.09,0.66,25.93,64.6,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_005128,SW_005128: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | REGIME,26.51,19.32,25.88,19.32,-19.49,24.6,52.0,28.56,1.09,0.66,25.68,64.6,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_005129,SW_005129: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | TIME_D,48.32,46.42,52.99,46.42,-24.25,99.47,48.13,6.33,1.36,0.75,24.14,66.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_005130,SW_005130: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | COMPRE,29.43,22.3,28.87,22.3,-4.87,24.6,48.21,6.02,1.11,0.72,22.66,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_005131,SW_005131: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | RAW_EX,36.94,69.1,75.66,69.1,-37.69,27.39,56.56,40.06,1.57,0.69,22.1,71.2,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_WIDE,RAW_EXECUTION
SW_005132,SW_005132: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | REGIME,20.12,8.65,15.21,8.65,-28.29,13.61,56.56,39.39,1.0,0.67,28.37,64.1,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_005133,SW_005133: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | REGIME,21.3,9.71,16.27,9.71,-26.68,15.55,56.54,39.44,1.0,0.67,28.13,64.1,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_005134,SW_005134: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | TIME_D,35.25,62.22,68.78,62.22,-35.46,27.39,58.39,15.07,1.52,0.78,17.8,69.2,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_005135,SW_005135: MULTI_LO | 3Sl | NONE | CHANDE | THREE_TI | COMPRE,30.69,28.21,34.77,28.21,-12.28,15.55,58.41,14.67,1.18,0.79,18.15,62.9,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_005136,SW_005136: MULTI_LO | 3Sl | NONE | CHANDE | ASYMMETR | RAW_EX,58.32,68.37,74.93,68.37,-35.52,106.65,62.55,41.34,1.58,0.78,26.36,68.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_005137,SW_005137: MULTI_LO | 3Sl | NONE | CHANDE | ASYMMETR | REGIME,20.13,9.43,16.0,9.43,-27.47,6.34,62.55,40.78,1.0,0.67,27.74,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_005138,SW_005138: MULTI_LO | 3Sl | NONE | CHANDE | ASYMMETR | REGIME,21.4,10.7,17.26,10.7,-25.95,8.08,62.6,40.85,1.01,0.67,27.39,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005139,SW_005139: MULTI_LO | 3Sl | NONE | CHANDE | ASYMMETR | TIME_D,54.28,52.96,59.52,52.96,-33.38,106.65,65.41,15.75,1.44,0.9,24.26,63.8,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_005140,SW_005140: MULTI_LO | 3Sl | NONE | CHANDE | ASYMMETR | COMPRE,31.19,29.04,35.61,29.04,-11.01,8.08,65.41,15.4,1.19,0.79,16.7,62.4,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_005141,SW_005141: MULTI_LO | 3Sl | NONE | CHANDE | REGIME_A | RAW_EX,52.26,69.84,76.4,69.84,-32.6,83.92,46.38,52.19,1.57,0.75,21.75,69.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,REGIME_ADAPTIVE,RAW_EXECUTION
SW_005142,SW_005142: MULTI_LO | 3Sl | NONE | CHANDE | REGIME_A | REGIME,47.06,43.69,50.25,43.69,-25.03,71.42,46.38,55.37,1.47,0.7,19.18,67.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_005143,SW_005143: MULTI_LO | 3Sl | NONE | CHANDE | REGIME_A | REGIME,48.58,45.19,51.76,45.19,-23.44,74.24,46.39,56.05,1.47,0.7,18.96,67.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_005144,SW_005144: MULTI_LO | 3Sl | NONE | CHANDE | REGIME_A | TIME_D,46.86,71.03,77.59,71.03,-45.26,74.93,55.06,26.05,1.6,0.82,18.23,68.1,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_005145,SW_005145: MULTI_LO | 3Sl | NONE | CHANDE | REGIME_A | COMPRE,51.11,40.82,47.39,40.82,-8.92,74.24,55.06,28.33,1.41,0.76,18.14,65.3,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_005146,SW_005146: MULTI_LO | 3Sl | NONE | CHANDE | CHANDELI | RAW_EX,61.96,68.94,75.51,68.94,-37.35,126.34,58.08,39.35,1.59,0.75,24.75,68.6,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,CHANDELIER_RUNNER,RAW_EXECUTION
SW_005147,SW_005147: MULTI_LO | 3Sl | NONE | CHANDE | CHANDELI | REGIME,18.42,6.18,12.74,6.18,-26.74,6.76,58.08,38.77,0.97,0.66,28.27,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_005148,SW_005148: MULTI_LO | 3Sl | NONE | CHANDE | CHANDELI | REGIME,19.57,7.16,13.72,7.16,-25.18,8.68,58.11,38.78,0.97,0.66,28.04,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005149,SW_005149: MULTI_LO | 3Sl | NONE | CHANDE | CHANDELI | TIME_D,62.8,70.45,77.02,70.45,-35.07,126.34,59.51,14.07,1.63,0.84,18.15,66.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_005150,SW_005150: MULTI_LO | 3Sl | NONE | CHANDE | CHANDELI | COMPRE,26.03,16.65,23.21,16.65,-11.0,8.68,59.53,13.89,1.07,0.77,20.83,62.4,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_005151,SW_005151: MULTI_LO | 3Sl | NONE | CHANDE | MOMENTUM | RAW_EX,77.62,81.13,87.69,81.13,-22.51,149.43,72.44,38.06,1.69,0.8,26.65,68.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_005152,SW_005152: MULTI_LO | 3Sl | NONE | CHANDE | MOMENTUM | REGIME,31.49,14.55,21.11,14.55,-12.52,21.14,72.44,37.47,1.05,0.7,27.18,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_005153,SW_005153: MULTI_LO | 3Sl | NONE | CHANDE | MOMENTUM | REGIME,32.79,15.74,22.3,15.74,-10.71,23.18,72.46,37.53,1.05,0.7,26.92,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_005154,SW_005154: MULTI_LO | 3Sl | NONE | CHANDE | MOMENTUM | TIME_D,70.82,52.46,59.02,52.46,-15.47,149.43,73.37,13.71,1.43,0.92,28.49,63.8,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_005155,SW_005155: MULTI_LO | 3Sl | NONE | CHANDE | MOMENTUM | COMPRE,42.54,31.83,38.39,31.83,7.47,23.18,73.38,13.4,1.22,0.82,17.84,62.4,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_005156,SW_005156: MULTI_LO | 3Sl | NONE | CHANDE | SUPER_RU | RAW_EX,93.28,108.86,115.42,108.86,-22.04,181.29,77.63,39.2,1.89,0.84,26.43,68.0,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SUPER_RUNNER_20X,RAW_EXECUTION
SW_005157,SW_005157: MULTI_LO | 3Sl | NONE | CHANDE | SUPER_RU | REGIME,35.41,16.74,23.3,16.74,-13.15,30.74,77.63,38.56,1.07,0.73,27.78,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_005158,SW_005158: MULTI_LO | 3Sl | NONE | CHANDE | SUPER_RU | REGIME,36.72,17.96,24.53,17.96,-11.43,32.97,77.62,38.62,1.07,0.73,27.53,63.7,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_005159,SW_005159: MULTI_LO | 3Sl | NONE | CHANDE | SUPER_RU | TIME_D,82.59,63.47,70.03,63.47,-14.9,181.29,77.06,14.76,1.5,0.98,27.77,63.8,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_005160,SW_005160: MULTI_LO | 3Sl | NONE | CHANDE | SUPER_RU | COMPRE,48.63,41.97,48.54,41.97,7.95,32.97,77.04,14.13,1.29,0.86,16.52,62.4,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_1_8,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_005161,SW_005161: MULTI_LO | 3Sl | NONE | STRUCT | SCALPER_ | RAW_EX,84.33,60.61,67.18,60.61,-36.51,231.34,35.58,42.58,1.6,0.57,14.25,70.9,MULTI_LOOKBACK_HYPER,3,NONE,STRUCTURAL_DEEP,SCALPER_TIGHT,RAW_EXECUTION
SW_005162,SW_005162: MULTI_LO | 3Sl | NONE | STRUCT | SCALPER_ | REGIME,37.75,25.56,32.13,25.56,-24.04,73.17,35.58,36.87,1.18,0.56,17.75,69.8,MULTI_LOOKBACK_HYPER,3,NONE,STRUCTURAL_DEEP,SCALPER_TIGHT,REGIME_SHIELD_50
SW_005163,SW_005163: MULTI_LO | 3Sl | NONE | STRUCT | SCALPER_ | REGIME,39.23,26.73,33.29,26.73,-22.29,76.05,35.61,36.97,1.18,0.56,17.54,69.8,MULTI_LOOKBACK_HYPER,3,NONE,STRUCTURAL_DEEP,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_005164,SW_005164: MULTI_LO | 3Sl | NONE | STRUCT | SCALPER_ | TIME_D,77.36,55.97,62.53,55.97,-32.78,207.36,38.86,32.24,1.55,0.63,18.35,71.3,MULTI_LOOKBACK_HYPER,3,NONE,STRUCTURAL_DEEP,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_005165,SW_005165: MULTI_LO | 3Sl | NONE | STRUCT | SCALPER_ | COMPRE,34.13,16.75,23.31,16.75,-16.77,63.47,38.88,27.83,1.08,0.6,22.79,66.3,MULTI_LOOKBACK_HYPER,3,NONE,STRUCTURAL_DEEP,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
