id,name,asset_mode,filter,basket_size,exit_protocol,booster,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_02491,SIP_02491: TACTICAL_M | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,FLAT_SIP_NO_DIP,19.75,36.11,18.37,24.58,15.49,17.94,35.78,-17.51,2.74,14.5,18.81,2.45,13.44
SIP_01595,SIP_01595: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.73,26.29,8.54,19.14,23.44,25.89,55.6,-16.37,3.88,14.5,18.3,2.55,11.98
SIP_07614,SIP_07614: ASYMMETRIC | CLENOW_MOMEN | 8Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,CLENOW_MOMENTUM,8,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,19.71,34.03,16.28,25.34,15.6,18.05,36.06,-19.43,0.82,14.5,17.15,1.77,7.57
SIP_00789,SIP_00789: PURE_STOCK | MOM_HURDLE_4 | 4Stk | ADAPTIVE_S | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,19.57,45.45,27.7,32.94,9.33,11.78,21.09,-13.29,6.96,14.5,10.98,2.02,6.25
SIP_05519,SIP_05519: MULTI_ASSE | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.56,39.45,21.7,28.99,12.93,15.38,29.6,-19.6,0.65,14.5,13.32,2.92,12.12
SIP_02492,SIP_02492: TACTICAL_M | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_10_DIP_95,19.51,34.01,16.27,24.3,14.94,17.39,34.45,-17.51,2.74,14.5,18.81,2.45,12.23
SIP_03864,SIP_03864: MOMENTUM_R | CLENOW_MOMEN | 8Stk | ADAPTIVE_S | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,CLENOW_MOMENTUM,8,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,19.5,31.15,13.4,23.35,17.52,19.97,40.76,-19.43,0.82,14.5,17.2,1.77,7.64
SIP_02494,SIP_02494: TACTICAL_M | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.43,34.01,16.26,25.32,15.93,18.38,36.85,-20.29,-0.04,14.5,15.38,2.45,10.09
SIP_08693,SIP_08693: ASYMMETRIC | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,19.42,36.2,18.45,26.27,13.77,16.22,31.61,-17.93,2.32,14.5,16.36,2.62,14.11
SIP_01593,SIP_01593: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_15_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,19.41,25.82,8.07,19.22,22.66,25.11,53.61,-17.0,3.25,14.5,17.53,2.55,11.38
SIP_02970,SIP_02970: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.39,28.81,11.06,20.85,19.82,22.27,46.46,-16.72,3.53,14.5,18.13,2.61,13.11
SIP_00320,SIP_00320: PURE_STOCK | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.35,32.95,15.2,23.6,16.54,18.99,38.34,-16.84,3.41,14.5,17.21,2.47,12.77
SIP_05644,SIP_05644: MULTI_ASSE | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,MOM_HURDLE_35,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.35,38.55,20.8,28.39,12.93,15.38,29.6,-19.6,0.65,14.5,13.32,2.89,12.12
SIP_08691,SIP_08691: ASYMMETRIC | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,FLAT_SIP_NO_DIP,19.33,38.06,20.31,25.79,14.1,16.55,32.41,-17.93,2.32,14.5,16.32,2.62,15.87
SIP_08692,SIP_08692: ASYMMETRIC | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_10_DIP_95,19.31,36.59,18.85,25.98,13.77,16.22,31.61,-17.93,2.32,14.5,16.32,2.62,14.66
SIP_00515,SIP_00515: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,19.3,35.85,18.1,25.49,13.11,15.56,30.04,-17.19,3.06,14.5,17.95,1.99,7.57
SIP_03720,SIP_03720: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.26,28.64,10.89,20.73,19.45,21.9,45.54,-16.3,3.95,14.5,18.13,2.61,13.11
SIP_08314,SIP_08314: ASYMMETRIC | MOM_HURDLE_4 | 5Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,19.25,42.52,24.78,31.03,7.8,10.25,17.54,-13.16,7.09,14.5,14.65,1.83,6.45
SIP_08394,SIP_08394: ASYMMETRIC | MULTI_LOOKBA | 3Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MULTI_LOOKBACK_BLEND,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.25,45.55,27.8,33.01,9.95,12.4,22.54,-24.58,-4.33,14.5,8.49,2.28,14.19
SIP_02444,SIP_02444: TACTICAL_M | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.24,43.37,25.62,31.59,9.65,12.1,21.83,-19.77,0.48,14.5,11.27,2.62,11.65
SIP_01144,SIP_01144: PURE_STOCK | SECTOR_LEAD_ | 3Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,SECTOR_LEAD_ALPHA,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.23,39.41,21.66,28.97,12.93,15.38,29.61,-21.44,-1.19,14.5,11.73,3.0,13.16
SIP_01592,SIP_01592: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_10_DIP_95,19.15,25.37,7.63,18.52,22.66,25.11,53.61,-17.0,3.25,14.5,17.45,2.55,11.97
SIP_00640,SIP_00640: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,19.12,35.04,17.3,24.97,13.11,15.56,30.04,-17.19,3.06,14.5,17.95,1.99,7.57
SIP_01591,SIP_01591: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_90_10,MOM_HURDLE_20,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,19.1,25.85,8.1,18.04,23.12,25.57,54.78,-17.0,3.25,14.5,17.45,2.55,13.17
SIP_00318,SIP_00318: PURE_STOCK | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,19.08,32.33,14.58,23.68,15.99,18.44,36.99,-17.59,2.66,14.5,16.42,2.47,12.17
SIP_01719,SIP_01719: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,19.05,34.1,16.35,25.38,15.95,18.4,36.9,-19.52,0.73,14.5,13.32,2.61,10.55
SIP_06245,SIP_06245: MULTI_ASSE | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_10_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.03,31.59,13.85,22.7,14.7,17.15,33.88,-16.91,3.34,14.5,19.49,2.45,12.28
SIP_04220,SIP_04220: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,19.02,28.88,11.13,20.89,18.04,20.49,42.04,-16.72,3.53,14.5,18.41,2.61,13.45
SIP_07844,SIP_07844: ASYMMETRIC | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.99,31.59,13.84,23.66,17.82,20.27,41.48,-19.27,0.98,14.5,13.72,2.55,10.01
SIP_02966,SIP_02966: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_80_20,MOM_HURDLE_25,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.95,29.58,11.83,20.46,19.24,21.69,45.02,-17.34,2.91,14.5,17.31,2.61,14.31
SIP_00319,SIP_00319: PURE_STOCK | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.93,39.71,21.96,29.17,11.74,14.19,26.78,-19.49,0.76,14.5,11.35,2.47,10.58
SIP_07894,SIP_07894: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.93,38.01,20.27,28.03,11.77,14.22,26.84,-18.95,1.3,14.5,13.34,2.97,13.23
SIP_02968,SIP_02968: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_15_,TACTICAL_MACRO_80_20,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.93,27.73,9.98,20.54,19.0,21.45,44.42,-17.34,2.91,14.5,17.37,2.61,12.53
SIP_01364,SIP_01364: TACTICAL_M | CLENOW_MOMEN | 8Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_90_10,CLENOW_MOMENTUM,8,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,18.92,31.4,13.65,23.53,15.04,17.49,34.69,-19.43,0.82,14.5,17.05,1.77,7.51
SIP_02469,SIP_02469: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.9,33.9,16.15,25.25,15.53,17.98,35.88,-19.2,1.05,14.5,13.32,2.61,10.55
SIP_05345,SIP_05345: MULTI_ASSE | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,MULTI_ASSET_BALANCED,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,18.9,24.2,6.46,17.72,22.2,24.65,52.44,-16.37,3.88,14.5,18.18,2.55,11.95
SIP_04970,SIP_04970: MOMENTUM_R | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,18.87,28.67,10.93,20.75,17.64,20.09,41.04,-16.3,3.95,14.5,18.41,2.61,13.45
SIP_00317,SIP_00317: PURE_STOCK | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_10_DIP_95,18.86,32.16,14.41,23.08,15.99,18.44,36.99,-17.59,2.66,14.5,16.38,2.47,12.75
SIP_02445,SIP_02445: TACTICAL_M | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,18.84,34.28,16.54,24.47,13.4,15.85,30.74,-17.18,3.07,14.5,17.07,2.62,14.57
SIP_03716,SIP_03716: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.82,29.41,11.66,20.35,18.88,21.33,44.12,-16.97,3.28,14.5,17.31,2.61,14.31
SIP_03718,SIP_03718: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_15_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.8,27.56,9.81,20.43,18.64,21.09,43.52,-16.97,3.28,14.5,17.37,2.61,12.53
SIP_08289,SIP_08289: ASYMMETRIC | MOM_HURDLE_4 | 4Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,18.8,42.76,25.02,31.19,8.67,11.12,19.56,-13.29,6.96,14.5,11.01,2.02,5.98
SIP_00316,SIP_00316: PURE_STOCK | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_20,5,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.79,32.98,15.23,22.62,16.33,18.77,37.82,-17.59,2.66,14.5,16.38,2.47,13.98
SIP_02967,SIP_02967: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_DIP_95,18.79,27.82,10.07,20.18,19.0,21.45,44.42,-17.34,2.91,14.5,17.31,2.61,13.11
SIP_00390,SIP_00390: PURE_STOCK | MOM_HURDLE_2 | 3Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,18.78,33.96,16.21,24.26,12.73,15.18,29.12,-16.5,3.75,14.5,17.95,2.08,16.96
SIP_00513,SIP_00513: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,18.77,34.09,16.34,24.86,12.37,14.82,28.28,-17.66,2.59,14.5,17.31,1.99,7.29
SIP_00689,SIP_00689: PURE_STOCK | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,18.76,39.23,21.48,28.85,8.91,11.36,20.11,-13.16,7.09,14.5,14.59,1.94,6.21
SIP_00455,SIP_00455: PURE_STOCK | MOM_HURDLE_2 | 6Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,6,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,18.76,27.08,9.33,19.68,18.8,21.25,43.92,-17.21,3.04,14.5,18.29,0.36,5.6
SIP_01205,SIP_01205: PURE_STOCK | SECTOR_LEAD_ | 6Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,6,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,18.76,27.08,9.33,19.68,18.8,21.25,43.92,-16.77,3.49,14.5,18.29,0.36,5.6
SIP_06241,SIP_06241: MULTI_ASSE | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | FLAT_SIP_N,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.74,32.59,14.85,22.37,14.6,17.05,33.64,-17.51,2.74,14.5,18.76,2.45,13.51
SIP_06243,SIP_06243: MULTI_ASSE | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_15_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.7,30.84,13.09,22.67,13.98,16.43,32.13,-17.51,2.74,14.5,18.81,2.45,11.71
SIP_00511,SIP_00511: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,18.7,36.1,18.36,24.57,12.54,14.99,28.67,-17.66,2.59,14.5,17.28,1.99,8.29
SIP_04216,SIP_04216: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_25,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.69,29.84,12.09,20.62,17.77,20.22,41.37,-17.34,2.91,14.5,17.59,2.61,14.65
SIP_03019,SIP_03019: TACTICAL_M | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.69,37.03,19.28,27.37,11.75,14.2,26.8,-19.6,0.65,14.5,13.3,2.92,12.02
SIP_03717,SIP_03717: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_10_DIP_95,18.66,27.64,9.9,20.06,18.64,21.09,43.52,-16.97,3.28,14.5,17.31,2.61,13.11
SIP_00512,SIP_00512: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,18.66,34.45,16.7,24.58,12.37,14.82,28.28,-17.66,2.59,14.5,17.28,1.99,7.58
SIP_07820,SIP_07820: ASYMMETRIC | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,18.64,30.71,12.96,22.11,15.84,18.29,36.64,-16.84,3.41,14.5,17.13,2.47,12.68
SIP_04218,SIP_04218: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.61,28.06,10.32,20.77,17.19,19.64,39.93,-17.34,2.91,14.5,17.66,2.61,12.88
SIP_04519,SIP_04519: MOMENTUM_R | MOM_HURDLE_4 | 3Stk | DYNAMIC_AT | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.59,39.99,22.25,29.36,8.51,10.96,19.18,-13.9,6.35,14.5,13.35,2.93,7.04
SIP_00638,SIP_00638: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,18.57,33.24,15.49,24.29,12.37,14.82,28.28,-17.66,2.59,14.5,17.31,1.99,7.29
SIP_04966,SIP_04966: MOMENTUM_R | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,18.55,29.64,11.89,20.5,17.38,19.83,40.4,-16.97,3.28,14.5,17.59,2.61,14.65
SIP_00636,SIP_00636: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,18.53,35.29,17.54,24.07,12.54,14.99,28.67,-17.66,2.59,14.5,17.28,1.99,8.29
SIP_02064,SIP_02064: TACTICAL_M | MOM_HURDLE_4 | 5Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,18.51,39.84,22.1,29.26,7.46,9.91,16.75,-13.16,7.09,14.5,14.44,1.83,6.34
SIP_05343,SIP_05343: MULTI_ASSE | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_15_,MULTI_ASSET_BALANCED,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.5,23.47,5.72,17.58,21.39,23.84,50.39,-17.0,3.25,14.5,17.42,2.55,11.32
SIP_03144,SIP_03144: TACTICAL_M | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_35,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.49,36.16,18.41,26.79,11.75,14.2,26.8,-19.6,0.65,14.5,13.3,2.89,12.02
SIP_06242,SIP_06242: MULTI_ASSE | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_10_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_10_DIP_95,18.48,30.65,12.9,22.07,13.96,16.41,32.08,-17.51,2.74,14.5,18.76,2.45,12.3
SIP_04968,SIP_04968: MOMENTUM_R | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.47,27.86,10.12,20.64,16.79,19.24,38.95,-16.97,3.28,14.5,17.66,2.61,12.88
SIP_02443,SIP_02443: TACTICAL_M | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_15_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,18.46,33.2,15.45,24.27,12.81,15.26,29.32,-17.93,2.32,14.5,16.27,2.62,13.86
SIP_00637,SIP_00637: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,18.46,33.57,15.82,24.01,12.37,14.82,28.28,-17.66,2.59,14.5,17.28,1.99,7.58
SIP_01169,SIP_01169: PURE_STOCK | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.45,39.78,22.03,29.22,9.82,12.27,22.23,-18.96,1.29,14.5,11.26,2.73,12.22
SIP_08015,SIP_08015: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,18.43,33.18,15.43,23.75,12.1,14.55,27.63,-17.19,3.06,14.5,17.92,1.99,7.5
SIP_06194,SIP_06194: MULTI_ASSE | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.43,40.23,22.48,29.51,9.42,11.87,21.3,-19.77,0.48,14.5,11.17,2.62,11.55
SIP_06244,SIP_06244: MULTI_ASSE | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.42,30.7,12.95,23.04,15.29,17.74,35.29,-20.29,-0.04,14.5,15.09,2.45,9.81
SIP_04217,SIP_04217: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_DIP_95,18.42,27.96,10.21,20.27,17.19,19.64,39.93,-17.34,2.91,14.5,17.59,2.61,13.47
SIP_00514,SIP_00514: PURE_STOCK | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,18.41,33.47,15.72,24.95,13.18,15.63,30.19,-19.51,0.74,14.5,14.35,1.99,6.99
SIP_00269,SIP_00269: PURE_STOCK | MOM_HURDLE_2 | 3Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_20,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.38,34.42,16.67,25.6,12.93,15.38,29.61,-18.95,1.3,14.5,13.35,2.88,13.3
SIP_02144,SIP_02144: TACTICAL_M | MULTI_LOOKBA | 3Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,18.37,42.42,24.67,30.96,9.25,11.7,20.91,-24.58,-4.33,14.5,8.52,2.28,14.08
SIP_01235,SIP_01235: PURE_STOCK | SECTOR_LEAD_ | 8Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,8,SMART_STEPLADDER,STEPUP_10_LIQUID_SWEEP,18.36,29.45,11.7,21.27,16.07,18.52,37.2,-18.19,2.06,14.5,16.94,2.57,11.96
